trader,legendary_setup,ticker,company_name,price,stage,theme,market_hunt_score,technical_score,formation_score,rs20_vs_spy,rsi14,atr_pct,adr20_pct,entry_trigger,entry_model,stop,effective_target,effective_rr,runway_to_next_resistance_pct,catalyst_status,catalyst_score,max_up_day_30d_pct,ten_pct_up_days_30d,explosive_move_30d,ema20,ema50,ema200,daily_support,daily_resistance,weekly_support,weekly_resistance,monthly_support,monthly_resistance,target_5,target_8,target_10,next_higher_resistance,intraday_rvol,pattern,legendary_score,setup_match,setup_reason,rsi_state
Law Wai-Sum,Growth Momentum + Position/Swing Hybrid,GS,"Goldman Sachs Group, Inc. (The) Common Stock",1029.18,FORMING,UNCLASSIFIED,67.8,78,68,0.94,48.2,2.15,2.11,1060.11,RESISTANCE_BREAKOUT,1025.19,1144.91,2.43,8.33,ACTIVE,30,3.73,0,False,1029.17,1028.92,953.3,996.8,1058.34,972.93,1148.37,773.29,1148.37,1113.11,1144.91,1166.12,1148.37,,"20/50 uptrend, near EMA50 support, compressed below 20d resistance, tight range, volume contraction, low-volume pullback",67.0,WATCH,"Growth-momentum leadership with constructive base/position structure, disciplined risk and room for a sustained move",NEUTRAL / RESET
Law Wai-Sum,Growth Momentum + Position/Swing Hybrid,NBIX,"Neurocrine Biosciences, Inc. - Common Stock",156.22,DISCOVER,UNCLASSIFIED,55.2,70,50,5.33,61.5,2.73,2.56,160.77,RESISTANCE_BREAKOUT,157.58,173.63,4.03,15.77,NOT CHECKED,0,2.25,0,False,156.99,159.68,151.92,148.78,160.43,148.78,186.12,125.11,186.12,168.81,173.63,176.85,186.12,,"near EMA50 support, compressed below 20d resistance, tight range, volume contraction, low-volume pullback",53.5,WATCH,"Growth-momentum leadership with constructive base/position structure, disciplined risk and room for a sustained move",MOMENTUM SWEET SPOT
Law Wai-Sum,Growth Momentum + Position/Swing Hybrid,KR,Kroger Company (The) Common Stock,58.49,DISCOVER,UNCLASSIFIED,53.5,64,48,4.65,53.1,2.47,2.25,59.32,RESISTANCE_BREAKOUT,57.89,64.06,3.34,8.8,NOT CHECKED,0,2.81,0,False,57.57,58.15,62.12,55.05,59.2,53.78,64.54,53.78,75.66,62.28,64.06,65.25,64.54,,"near EMA50 support, compressed below 20d resistance, tight range, 20d volume expansion",50.7,WATCH,"Growth-momentum leadership with constructive base/position structure, disciplined risk and room for a sustained move",NEUTRAL / RESET
Law Wai-Sum,Growth Momentum + Position/Swing Hybrid,OPLN,"OPENLANE, Inc. Common Stock",35.28,DISCOVER,UNCLASSIFIED,50.7,66,50,1.69,64.3,2.46,2.63,36.1,RESISTANCE_BREAKOUT,35.22,38.99,3.29,18.84,NOT CHECKED,0,3.55,0,False,35.38,36.34,33.89,33.11,36.03,33.11,42.9,26.3,42.9,37.9,38.99,39.71,42.9,,"near EMA50 support, compressed below 20d resistance, tight range, volume contraction, low-volume pullback",49.2,WATCH,"Growth-momentum leadership with constructive base/position structure, disciplined risk and room for a sustained move",MOMENTUM SWEET SPOT
Law Wai-Sum,Growth Momentum + Position/Swing Hybrid,CVS,CVS Health Corporation Common Stock,94.66,DISCOVER,UNCLASSIFIED,43.8,58,42,1.4,56.4,2.24,2.19,98.67,RESISTANCE_BREAKOUT,96.67,106.56,3.94,11.48,NOT CHECKED,0,3.93,0,False,95.91,97.05,88.95,92.35,98.5,92.35,110.0,68.48,110.0,103.6,106.56,108.54,110.0,,"near EMA50 support, tight range, volume contraction, low-volume pullback",44.7,WATCH,"Growth-momentum leadership with constructive base/position structure, disciplined risk and room for a sustained move",MOMENTUM SWEET SPOT
Law Wai-Sum,Growth Momentum + Position/Swing Hybrid,CCI,Crown Castle Inc. Common Stock,75.62,DISCOVER,UNCLASSIFIED,42.2,56,40,1.6,50.5,2.39,2.24,77.89,RESISTANCE_BREAKOUT,76.54,84.13,4.6,17.34,NOT CHECKED,0,2.49,0,False,75.62,77.16,82.69,73.4,77.75,69.72,91.4,69.72,93.97,81.79,84.13,85.68,91.4,,"near EMA50 support, compressed below 20d resistance, tight range",43.8,WATCH,"Growth-momentum leadership with constructive base/position structure, disciplined risk and room for a sustained move",NEUTRAL / RESET
