signals_seen,signals_entered,signals_closed,five_day_samples,target_hit_rate_pct,forward_hit_5pct_rate,forward_hit_10pct_rate,forward_hit_15pct_rate,avg_mfe_pct,avg_mae_pct,avg_forward_5d_mfe_pct,avg_forward_5d_mae_pct,avg_return_30m_pct,avg_return_1d_pct,avg_return_2d_pct,avg_return_3d_pct,avg_return_5d_pct
0,0,0,0,,,,,,,,,,,,,
