as_of_session,broker_execution_enabled,entry_price,entry_session,exit_price,exit_reason,exit_session,final_decision,hit_10pct,hit_15pct,hit_5pct,mae_pct,market_data_source,market_regime_state,mfe_pct,observed_at_utc,production_applied,r_multiple,reference_close,return_1d_pct,return_3d_pct,return_5d_pct,return_7d_pct,sessions_held,shadow_status,signal_id,status,stop_price,strategy,strategy_score,target_price,theme,theme_state,ticker,vote_count
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,42.02,,,,,0,SHADOW_ONLY,2026-09-21|CROSS_SECTIONAL_MOMENTUM|HRMY,PENDING_ENTRY,40.97,CROSS_SECTIONAL_MOMENTUM,87.9913,45.3816,UNCLASSIFIED,NONE,HRMY,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,50.75,,,,,0,SHADOW_ONLY,2026-09-21|CROSS_SECTIONAL_MOMENTUM|HTFL,PENDING_ENTRY,48.87,CROSS_SECTIONAL_MOMENTUM,85.554,54.81,UNCLASSIFIED,NONE,HTFL,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,239.62,,,,,0,SHADOW_ONLY,2026-09-21|CROSS_SECTIONAL_MOMENTUM|ILMN,PENDING_ENTRY,232.71,CROSS_SECTIONAL_MOMENTUM,86.0153,258.7896,UNCLASSIFIED,NONE,ILMN,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,28.02,,,,,0,SHADOW_ONLY,2026-09-21|CROSS_SECTIONAL_MOMENTUM|MLYS,PENDING_ENTRY,26.8992,CROSS_SECTIONAL_MOMENTUM,85.5322,30.2616,UNCLASSIFIED,NONE,MLYS,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,177.72,,,,,0,SHADOW_ONLY,2026-09-21|CROSS_SECTIONAL_MOMENTUM|QCOM,PENDING_ENTRY,171.0022,CROSS_SECTIONAL_MOMENTUM,95.1228,191.9376,Semiconductors,STRONG,QCOM,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,88.76,,,,,0,SHADOW_ONLY,2026-09-21|CROSS_SECTIONAL_MOMENTUM|SWKS,PENDING_ENTRY,87.19,CROSS_SECTIONAL_MOMENTUM,87.3199,95.8608,UNCLASSIFIED,NONE,SWKS,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,95.19,,,,,0,SHADOW_ONLY,2026-09-21|CROSS_SECTIONAL_MOMENTUM|UNM,PENDING_ENTRY,93.19,CROSS_SECTIONAL_MOMENTUM,86.5693,102.8052,UNCLASSIFIED,NONE,UNM,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,265.63,,,,,0,SHADOW_ONLY,2026-09-21|REGIME_ENSEMBLE|BE,PENDING_ENTRY,255.0048,REGIME_ENSEMBLE,86.9978,286.8804,UNCLASSIFIED,NONE,BE,2.0
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,53.95,,,,,0,SHADOW_ONLY,2026-09-21|REGIME_ENSEMBLE|EQH,PENDING_ENTRY,52.33,REGIME_ENSEMBLE,90.381,58.266,UNCLASSIFIED,NONE,EQH,2.0
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,427.71,,,,,0,SHADOW_ONLY,2026-09-21|REGIME_ENSEMBLE|HCA,PENDING_ENTRY,416.27,REGIME_ENSEMBLE,91.50545,461.9268,UNCLASSIFIED,NONE,HCA,2.0
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,42.02,,,,,0,SHADOW_ONLY,2026-09-21|REGIME_ENSEMBLE|HRMY,PENDING_ENTRY,40.97,REGIME_ENSEMBLE,90.93613333333333,45.3816,UNCLASSIFIED,NONE,HRMY,3.0
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,50.75,,,,,0,SHADOW_ONLY,2026-09-21|REGIME_ENSEMBLE|HTFL,PENDING_ENTRY,48.87,REGIME_ENSEMBLE,91.03465,54.81,UNCLASSIFIED,NONE,HTFL,2.0
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,222.27,,,,,0,SHADOW_ONLY,2026-09-21|REGIME_ENSEMBLE|NVDA,PENDING_ENTRY,217.8246,REGIME_ENSEMBLE,81.67005,240.0516,Semiconductors,STRONG,NVDA,2.0
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,177.72,,,,,0,SHADOW_ONLY,2026-09-21|REGIME_ENSEMBLE|QCOM,PENDING_ENTRY,171.0022,REGIME_ENSEMBLE,94.50946666666665,191.9376,Semiconductors,STRONG,QCOM,3.0
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,88.76,,,,,0,SHADOW_ONLY,2026-09-21|REGIME_ENSEMBLE|SWKS,PENDING_ENTRY,87.19,REGIME_ENSEMBLE,87.24889999999999,95.8608,UNCLASSIFIED,NONE,SWKS,2.0
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,95.19,,,,,0,SHADOW_ONLY,2026-09-21|REGIME_ENSEMBLE|UNM,PENDING_ENTRY,93.19,REGIME_ENSEMBLE,92.01169999999999,102.8052,UNCLASSIFIED,NONE,UNM,2.0
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,47.56,,,,,0,SHADOW_ONLY,2026-09-21|REGIME_ENSEMBLE|VRNS,PENDING_ENTRY,45.64,REGIME_ENSEMBLE,93.08539999999999,51.3648,Cybersecurity,LEADING,VRNS,2.0
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,559.82,,,,,0,SHADOW_ONLY,2026-09-21|RESIDUAL_SECTOR_STRENGTH|AMD,PENDING_ENTRY,543.0674,RESIDUAL_SECTOR_STRENGTH,83.6818,604.6056,Semiconductors,STRONG,AMD,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,265.63,,,,,0,SHADOW_ONLY,2026-09-21|RESIDUAL_SECTOR_STRENGTH|BE,PENDING_ENTRY,255.0048,RESIDUAL_SECTOR_STRENGTH,77.2107,286.8804,UNCLASSIFIED,NONE,BE,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,78.12,,,,,0,SHADOW_ONLY,2026-09-21|RESIDUAL_SECTOR_STRENGTH|DK,PENDING_ENTRY,77.41,RESIDUAL_SECTOR_STRENGTH,75.685,84.3696,UNCLASSIFIED,NONE,DK,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,42.02,,,,,0,SHADOW_ONLY,2026-09-21|RESIDUAL_SECTOR_STRENGTH|HRMY,PENDING_ENTRY,40.97,RESIDUAL_SECTOR_STRENGTH,76.0535,45.3816,UNCLASSIFIED,NONE,HRMY,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,98.74,,,,,0,SHADOW_ONLY,2026-09-21|RESIDUAL_SECTOR_STRENGTH|HUT,PENDING_ENTRY,96.29,RESIDUAL_SECTOR_STRENGTH,89.5879,106.6392,Crypto & Digital Infrastructure,LEADING,HUT,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,222.27,,,,,0,SHADOW_ONLY,2026-09-21|RESIDUAL_SECTOR_STRENGTH|NVDA,PENDING_ENTRY,217.8246,RESIDUAL_SECTOR_STRENGTH,83.5235,240.0516,Semiconductors,STRONG,NVDA,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,177.72,,,,,0,SHADOW_ONLY,2026-09-21|RESIDUAL_SECTOR_STRENGTH|QCOM,PENDING_ENTRY,171.0022,RESIDUAL_SECTOR_STRENGTH,95.958,191.9376,Semiconductors,STRONG,QCOM,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,23.75,,,,,0,SHADOW_ONLY,2026-09-21|RESIDUAL_SECTOR_STRENGTH|RIOT,PENDING_ENTRY,22.8,RESIDUAL_SECTOR_STRENGTH,84.0939,25.65,Crypto & Digital Infrastructure,LEADING,RIOT,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,88.76,,,,,0,SHADOW_ONLY,2026-09-21|RESIDUAL_SECTOR_STRENGTH|SWKS,PENDING_ENTRY,87.19,RESIDUAL_SECTOR_STRENGTH,77.1779,95.8608,UNCLASSIFIED,NONE,SWKS,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,47.56,,,,,0,SHADOW_ONLY,2026-09-21|RESIDUAL_SECTOR_STRENGTH|VRNS,PENDING_ENTRY,45.64,RESIDUAL_SECTOR_STRENGTH,90.2183,51.3648,Cybersecurity,LEADING,VRNS,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,119.79,,,,,0,SHADOW_ONLY,2026-09-21|TREND_PULLBACK|AGCO,PENDING_ENTRY,115.81,TREND_PULLBACK,67.137,129.3732,UNCLASSIFIED,NONE,AGCO,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,146.19,,,,,0,SHADOW_ONLY,2026-09-21|TREND_PULLBACK|CDW,PENDING_ENTRY,141.7385,TREND_PULLBACK,66.8641,157.8852,UNCLASSIFIED,NONE,CDW,
2026-09-21,False,,,,,,NO TRADE,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,13.9,,,,,0,SHADOW_ONLY,2026-09-21|TREND_PULLBACK|CRGY,PENDING_ENTRY,13.507,TREND_PULLBACK,65.3029,15.012,UNCLASSIFIED,NONE,CRGY,
2026-09-21,False,,,,,,NO TRADE,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,32.47,,,,,0,SHADOW_ONLY,2026-09-21|TREND_PULLBACK|FIVN,PENDING_ENTRY,31.1712,TREND_PULLBACK,65.0328,35.0676,UNCLASSIFIED,NONE,FIVN,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,92.13,,,,,0,SHADOW_ONLY,2026-09-21|TREND_PULLBACK|MDT,PENDING_ENTRY,91.49,TREND_PULLBACK,64.4514,99.5004,UNCLASSIFIED,NONE,MDT,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,77.09,,,,,0,SHADOW_ONLY,2026-09-21|TREND_PULLBACK|NTR,PENDING_ENTRY,75.3439,TREND_PULLBACK,65.554,83.2572,UNCLASSIFIED,NONE,NTR,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,222.27,,,,,0,SHADOW_ONLY,2026-09-21|TREND_PULLBACK|NVDA,PENDING_ENTRY,217.8246,TREND_PULLBACK,67.8166,240.0516,Semiconductors,STRONG,NVDA,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,177.72,,,,,0,SHADOW_ONLY,2026-09-21|TREND_PULLBACK|QCOM,PENDING_ENTRY,171.0022,TREND_PULLBACK,70.4476,191.9376,Semiconductors,STRONG,QCOM,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,101.57,,,,,0,SHADOW_ONLY,2026-09-21|TREND_PULLBACK|VOYA,PENDING_ENTRY,100.98,TREND_PULLBACK,66.9678,109.6956,UNCLASSIFIED,NONE,VOYA,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,30.23,,,,,0,SHADOW_ONLY,2026-09-21|TREND_PULLBACK|ZETA,PENDING_ENTRY,29.1667,TREND_PULLBACK,65.2702,32.6484,UNCLASSIFIED,NONE,ZETA,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,199.39,,,,,0,SHADOW_ONLY,2026-09-21|V3_BASELINE|ANET,PENDING_ENTRY,194.35,V3_BASELINE,99.4541,215.3412,UNCLASSIFIED,NONE,ANET,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,13.45,,,,,0,SHADOW_ONLY,2026-09-21|V3_BASELINE|CNH,PENDING_ENTRY,12.87,V3_BASELINE,99.7817,14.526,UNCLASSIFIED,NONE,CNH,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,683.99,,,,,0,SHADOW_ONLY,2026-09-21|V3_BASELINE|DE,PENDING_ENTRY,664.81,V3_BASELINE,99.2358,738.7092,UNCLASSIFIED,NONE,DE,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,98.74,,,,,0,SHADOW_ONLY,2026-09-21|V3_BASELINE|HUT,PENDING_ENTRY,96.29,V3_BASELINE,99.345,106.6392,Crypto & Digital Infrastructure,LEADING,HUT,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,28.02,,,,,0,SHADOW_ONLY,2026-09-21|V3_BASELINE|MLYS,PENDING_ENTRY,26.8992,V3_BASELINE,99.0175,30.2616,UNCLASSIFIED,NONE,MLYS,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,9.26,,,,,0,SHADOW_ONLY,2026-09-21|V3_BASELINE|PAGS,PENDING_ENTRY,8.9912,V3_BASELINE,99.8908,10.0008,UNCLASSIFIED,NONE,PAGS,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,17.85,,,,,0,SHADOW_ONLY,2026-09-21|V3_BASELINE|SMMT,PENDING_ENTRY,17.136,V3_BASELINE,99.5633,19.278,UNCLASSIFIED,NONE,SMMT,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,88.76,,,,,0,SHADOW_ONLY,2026-09-21|V3_BASELINE|SWKS,PENDING_ENTRY,87.19,V3_BASELINE,99.1266,95.8608,UNCLASSIFIED,NONE,SWKS,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,47.56,,,,,0,SHADOW_ONLY,2026-09-21|V3_BASELINE|VRNS,PENDING_ENTRY,45.64,V3_BASELINE,99.6725,51.3648,Cybersecurity,LEADING,VRNS,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,20.01,,,,,0,SHADOW_ONLY,2026-09-21|V3_BASELINE|XP,PENDING_ENTRY,19.57,V3_BASELINE,100.0,21.6108,UNCLASSIFIED,NONE,XP,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,12.22,,,,,0,SHADOW_ONLY,2026-09-21|VOLATILITY_CONTRACTION_BREAKOUT|BGC,PENDING_ENTRY,11.88,VOLATILITY_CONTRACTION_BREAKOUT,85.726,13.1976,UNCLASSIFIED,NONE,BGC,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,53.95,,,,,0,SHADOW_ONLY,2026-09-21|VOLATILITY_CONTRACTION_BREAKOUT|EQH,PENDING_ENTRY,52.33,VOLATILITY_CONTRACTION_BREAKOUT,86.9187,58.266,UNCLASSIFIED,NONE,EQH,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,150.11,,,,,0,SHADOW_ONLY,2026-09-21|VOLATILITY_CONTRACTION_BREAKOUT|GILD,PENDING_ENTRY,145.2,VOLATILITY_CONTRACTION_BREAKOUT,87.4973,162.1188,UNCLASSIFIED,NONE,GILD,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,427.71,,,,,0,SHADOW_ONLY,2026-09-21|VOLATILITY_CONTRACTION_BREAKOUT|HCA,PENDING_ENTRY,416.27,VOLATILITY_CONTRACTION_BREAKOUT,89.6452,461.9268,UNCLASSIFIED,NONE,HCA,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,42.02,,,,,0,SHADOW_ONLY,2026-09-21|VOLATILITY_CONTRACTION_BREAKOUT|HRMY,PENDING_ENTRY,40.97,VOLATILITY_CONTRACTION_BREAKOUT,88.7636,45.3816,UNCLASSIFIED,NONE,HRMY,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,50.75,,,,,0,SHADOW_ONLY,2026-09-21|VOLATILITY_CONTRACTION_BREAKOUT|HTFL,PENDING_ENTRY,48.87,VOLATILITY_CONTRACTION_BREAKOUT,88.5153,54.81,UNCLASSIFIED,NONE,HTFL,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,24.3,,,,,0,SHADOW_ONLY,2026-09-21|VOLATILITY_CONTRACTION_BREAKOUT|OPCH,PENDING_ENTRY,23.76,VOLATILITY_CONTRACTION_BREAKOUT,86.7931,26.244,UNCLASSIFIED,NONE,OPCH,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,95.19,,,,,0,SHADOW_ONLY,2026-09-21|VOLATILITY_CONTRACTION_BREAKOUT|UNM,PENDING_ENTRY,93.19,VOLATILITY_CONTRACTION_BREAKOUT,89.4541,102.8052,UNCLASSIFIED,NONE,UNM,
2026-09-21,False,,,,,,WATCHLIST,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,47.56,,,,,0,SHADOW_ONLY,2026-09-21|VOLATILITY_CONTRACTION_BREAKOUT|VRNS,PENDING_ENTRY,45.64,VOLATILITY_CONTRACTION_BREAKOUT,85.9525,51.3648,Cybersecurity,LEADING,VRNS,
2026-09-21,False,,,,,,WAIT FOR TRIGGER,False,False,False,,POSTGRESQL_DERIVED_SHADOW,NEUTRAL,,2026-09-21T18:01:42.528219+00:00,False,,35.95,,,,,0,SHADOW_ONLY,2026-09-21|VOLATILITY_CONTRACTION_BREAKOUT|WKC,PENDING_ENTRY,35.51,VOLATILITY_CONTRACTION_BREAKOUT,88.8537,38.826,UNCLASSIFIED,NONE,WKC,
