updated_at_et,updated_at_utc,session_date,expected_inputs,evaluated,buy_signals,watch_signals,extended_waits,avoid_signals,mode
2026-09-21T13:44:50-04:00,2026-09-21T17:44:50+00:00,2026-09-21,40,40,0,6,1,3,ORDER_FLOW_PROXY_STRATEGY
