trader,legendary_setup,ticker,company_name,price,stage,theme,market_hunt_score,technical_score,formation_score,rs20_vs_spy,rsi14,atr_pct,adr20_pct,entry_trigger,entry_model,stop,effective_target,effective_rr,runway_to_next_resistance_pct,catalyst_status,catalyst_score,max_up_day_30d_pct,ten_pct_up_days_30d,explosive_move_30d,ema20,ema50,ema200,daily_support,daily_resistance,weekly_support,weekly_resistance,monthly_support,monthly_resistance,target_5,target_8,target_10,next_higher_resistance,intraday_rvol,pattern,legendary_score,setup_match,setup_reason,rsi_state
Mark Minervini,Trend Template / VCP,HESM,Hess Midstream LP Class A Representing Limited Partner Interests,39.97,FORMING,UNCLASSIFIED,77.1,92,76,2.22,58.5,2.08,2.09,41.39,RESISTANCE_BREAKOUT,39.82,44.7,2.11,,HISTORICAL / CONTEXT,20,2.66,0,False,39.97,39.43,37.36,38.57,41.32,35.15,40.97,35.05,40.97,43.46,44.7,45.53,,0.62,"20/50 uptrend, rising EMA50, near EMA50 support, compressed below 20d resistance, tight range, volume contraction",100.0,STRONG,Strong relative strength + tight constructive structure + favorable R/R,MOMENTUM SWEET SPOT
Mark Minervini,Trend Template / VCP,GS,"Goldman Sachs Group, Inc. (The) Common Stock",1029.18,FORMING,UNCLASSIFIED,67.8,78,68,0.94,48.2,2.15,2.11,1060.11,RESISTANCE_BREAKOUT,1025.19,1144.91,2.43,8.33,ACTIVE,30,3.73,0,False,1029.17,1028.92,953.3,996.8,1058.34,972.93,1148.37,773.29,1148.37,1113.11,1144.91,1166.12,1148.37,,"20/50 uptrend, near EMA50 support, compressed below 20d resistance, tight range, volume contraction, low-volume pullback",93.5,STRONG,Strong relative strength + tight constructive structure + favorable R/R,NEUTRAL / RESET
Mark Minervini,Trend Template / VCP,GPC,Genuine Parts Company Common Stock,133.68,FORMING,UNCLASSIFIED,64.7,78,62,1.28,51.7,2.2,2.01,139.04,RESISTANCE_BREAKOUT,133.54,150.17,2.02,,HISTORICAL / CONTEXT,20,3.34,0,False,134.07,128.5,120.98,128.4,138.81,103.67,138.81,89.11,138.81,146.0,150.17,152.95,,,"above EMA50, rising EMA50, compressed below 20d resistance, tight range, volume contraction, low-volume pullback",91.9,STRONG,Strong relative strength + tight constructive structure + favorable R/R,NEUTRAL / RESET
Mark Minervini,Trend Template / VCP,NBIX,"Neurocrine Biosciences, Inc. - Common Stock",156.22,DISCOVER,UNCLASSIFIED,55.2,70,50,5.33,61.5,2.73,2.56,160.77,RESISTANCE_BREAKOUT,157.58,173.63,4.03,15.77,NOT CHECKED,0,2.25,0,False,156.99,159.68,151.92,148.78,160.43,148.78,186.12,125.11,186.12,168.81,173.63,176.85,186.12,,"near EMA50 support, compressed below 20d resistance, tight range, volume contraction, low-volume pullback",80.8,STRONG,Strong relative strength + tight constructive structure + favorable R/R,MOMENTUM SWEET SPOT
Mark Minervini,Trend Template / VCP,MT,Arcelor Mittal NY Registry Shares NEW,74.51,DISCOVER,UNCLASSIFIED,53.4,68,52,3.52,58.4,2.39,2.13,79.82,RESISTANCE_BREAKOUT,76.83,86.21,2.13,,NOT CHECKED,0,4.71,0,False,74.51,71.48,60.62,69.29,79.68,58.41,78.78,47.16,75.93,83.81,86.21,87.81,,,"20/50 uptrend, rising EMA50, volume contraction, low-volume pullback",79.2,STRONG,Strong relative strength + tight constructive structure + favorable R/R,MOMENTUM SWEET SPOT
Mark Minervini,Trend Template / VCP,MRK,"Merck & Company, Inc. Common Stock (new)",143.93,DISCOVER,UNCLASSIFIED,49.2,60,46,7.93,35.3,2.45,2.38,157.2,RESISTANCE_BREAKOUT,151.27,169.78,2.12,,NOT CHECKED,0,12.6,1,True,145.65,137.98,119.2,133.4,156.92,111.57,156.92,107.13,156.92,165.06,169.78,172.92,,,"above EMA50, rising EMA50, tight range, volume contraction, low-volume pullback",78.1,STRONG,Strong relative strength + tight constructive structure + favorable R/R,WEAK MOMENTUM
Mark Minervini,Trend Template / VCP,CE,Celanese Corporation Common Stock,46.09,DISCOVER,UNCLASSIFIED,46.8,62,48,5.79,46.8,3.74,3.61,47.98,RESISTANCE_BREAKOUT,46.08,51.82,2.02,12.48,NOT CHECKED,0,5.73,0,False,45.23,46.39,49.29,43.9,47.84,41.11,53.96,41.11,70.65,50.38,51.82,52.78,53.96,,"near EMA50 support, compressed below 20d resistance, tight range, 20d volume expansion",77.7,STRONG,Strong relative strength + tight constructive structure + favorable R/R,NEUTRAL / RESET
Mark Minervini,Trend Template / VCP,KR,Kroger Company (The) Common Stock,58.49,DISCOVER,UNCLASSIFIED,53.5,64,48,4.65,53.1,2.47,2.25,59.32,RESISTANCE_BREAKOUT,57.89,64.06,3.34,8.8,NOT CHECKED,0,2.81,0,False,57.57,58.15,62.12,55.05,59.2,53.78,64.54,53.78,75.66,62.28,64.06,65.25,64.54,,"near EMA50 support, compressed below 20d resistance, tight range, 20d volume expansion",77.5,STRONG,Strong relative strength + tight constructive structure + favorable R/R,NEUTRAL / RESET
Mark Minervini,Trend Template / VCP,OPLN,"OPENLANE, Inc. Common Stock",35.28,DISCOVER,UNCLASSIFIED,50.7,66,50,1.69,64.3,2.46,2.63,36.1,RESISTANCE_BREAKOUT,35.22,38.99,3.29,18.84,NOT CHECKED,0,3.55,0,False,35.38,36.34,33.89,33.11,36.03,33.11,42.9,26.3,42.9,37.9,38.99,39.71,42.9,,"near EMA50 support, compressed below 20d resistance, tight range, volume contraction, low-volume pullback",76.5,STRONG,Strong relative strength + tight constructive structure + favorable R/R,MOMENTUM SWEET SPOT
