status,master_universe_symbols,prefilter_fetched_symbols,prefilter_data_coverage,tradable_symbols,tradable_pct_of_master,deep_scan_symbols,deep_scan_pct_of_tradable,deep_scan_limit,deep_fetched_symbols,deep_data_coverage,analyzable_symbols,analyzable_coverage,technical_candidate_rows,min_prefilter_coverage_required,min_deep_analyzable_coverage_required
PASS,5337,5336,0.9998,922,0.1728,922,1.0,1500,922,1.0,894,0.9696,864,0.75,0.8
