ticker,price,stage,technical_stage,pattern,formation_score,technical_score,risk_score,decision,market_regime_state,market_regime_score,market_regime_reason,rs20_vs_spy,rsi14,rvol,max_up_day_30d_pct,ten_pct_up_days_30d,explosive_move_30d,atr_pct,avg_dollar_volume,ema20,ema50,ema200,daily_support,daily_resistance,weekly_support,weekly_resistance,monthly_support,monthly_resistance,entry_trigger,entry_model,entry_condition,entry_buffer_pct,retest_reference,retest_distance_pct,retest_quality_score,retest_quality_reasons,ema20_slope5_pct,support_touch_count,higher_low,bullish_close,stop,stop_basis,stop_anchor,stop_anchor_distance_pct,risk_pct,swing5_low,swing10_low,target_5,target_8,target_10,rr_to_8pct,next_higher_resistance,runway_to_next_resistance_pct,runway_ok,min_runway_required_pct,effective_target,effective_target_pct,effective_rr,effective_rr_ok,min_effective_rr_required,distance_to_20d_high_pct,extension_above_20d_high_pct,avg_share_volume20,median_dollar_volume20,adr20_pct,liquidity_gate_passed,volatility_gate_passed,company_name,stage_rank,rank_score,theme,theme_etf,theme_score,theme_state,theme_bonus,theme_match_confidence,theme_match_source,theme_match_reason,sector_regime_ok,catalyst_score,catalyst_status,catalyst_type,catalyst_bias,catalyst_headline,catalyst_provider,catalyst_age_hours,catalyst_relevance,catalyst_fresh,news_freshness_status,catalyst_materiality,rejected_news_count,earnings_days,negative_catalyst_risk,final_score,final_decision,live_status,live_session_date,live_bar_at_et,live_bar_high,live_bar_low,live_price,session_high,session_low,live_vwap,live_above_vwap,opening_range_high,opening_range_low,live_above_or_high,intraday_rvol,volume_vs_9ma,opening_30m_rvol,opening_volume_spike_2x,quote_bid,quote_ask,bid_ask_spread_pct,spread_gate_passed,spread_gate_source,live_trigger_reached,live_retest_touched,live_confirmation_score,premarket_price,premarket_gap_pct,premarket_volume,premarket_status,live_trade_action,market_hunt_score,universal_10pct_gate,v4_priority_score,monitor_tier,v4_catalyst_event_count,v4_catalyst_latest_at_utc,v4_catalyst_bias,v4_catalyst_reason
CRM,258.86,FORMING,FORMING,"20/50 uptrend, rising EMA50, compressed below 20d resistance, tight range, bull flag/pullback, volume contraction",76,94,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,33.75,74.4,0.44,22.58,1,True,4.77,3909657037.0,236.01,211.76,202.52,189.91,268.27,146.32,268.27,146.32,263.53,269.26,RESISTANCE_BREAKOUT,BREAKOUT,0.37,,,0,,,0,False,False,253.1,ATR_FALLBACK,250.74,6.88,6.0,241.75,241.75,282.72,290.8,296.18,1.33,,,False,5.0,290.8,8.0,1.33,False,2.5,3.63,0.0,16410637.0,2835074616.0,3.73,True,True,"Salesforce, Inc. Common Stock",3,81.0,Cloud Computing,SKYY,88.5,LEADING,4.62,1.0,STATIC_CONSTITUENT,verified theme membership,True,38,ACTIVE,FRESH NEWS,NEUTRAL,"ServiceNow Climbs 5% as Software Sidesteps AI Selloff; Adobe Gains 4%, Salesforce Ticks Up",24/7 Wall St.,4.0,COMPANY_NAME,True,FRESH_24H,LOW,8,79.1,False,93.2,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,259.21,258.85,259.21,259.45,251.5,256.17,True,257.49,251.5,True,1.4,0.21,1.36,False,258.94,258.95,0.004,True,QUOTE,False,False,70,254.4,2.7,0.0,AVAILABLE,WATCH / NOT ARMED,100.2,True,125.67,HOT,0,,,
TEAM,192.33,FORMING,FORMING,"20/50 uptrend, rising EMA50, compressed below 20d resistance, tight range, bull flag/pullback, volume contraction",76,100,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,20.38,62.7,0.62,35.31,2,True,5.18,686893531.0,174.48,147.17,122.03,156.55,198.6,74.41,198.6,56.01,197.3,199.4,RESISTANCE_BREAKOUT,BREAKOUT,0.4,,,0,,,0,False,False,187.43,ATR_FALLBACK,184.45,7.5,6.0,174.21,174.21,209.37,215.35,219.34,1.33,,,False,5.0,215.35,8.0,1.33,False,2.5,3.26,0.0,3832096.0,657057588.0,4.89,True,True,Atlassian Corporation  - Class A Common Stock,3,85.0,UNCLASSIFIED,,0.0,NONE,0.0,0.55,SUMMARY_KEYWORD,cloud platform,True,38,ACTIVE,FRESH NEWS,NEUTRAL,2 Reasons to Like TEAM (and 1 Not So Much),StockStory,4.3,TICKER_IN_TITLE,True,FRESH_24H,LOW,5,45.1,False,92.6,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,190.46,190.31,190.46,192.4,181.79,187.05,True,188.05,182.88,True,1.61,0.12,1.77,False,174.09,206.68,,False,NONE,False,False,70,187.15,4.15,0.0,AVAILABLE,WAIT / QUOTE SPREAD UNAVAILABLE,99.6,True,122.9,HOT,0,,,
COIN,190.4,FORMING,FORMING,"20/50 uptrend, rising EMA50, near EMA200 pivot, compressed below 20d resistance, tight range, volume contraction",68,92,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,30.06,54.8,0.88,10.14,1,True,6.11,1772544617.0,176.11,170.54,198.63,146.02,195.85,139.11,195.85,139.11,222.35,196.78,RESISTANCE_BREAKOUT,BREAKOUT,0.48,,,0,,,0,False,False,184.97,ATR_FALLBACK,179.33,8.87,6.0,170.39,170.39,206.62,212.52,216.46,1.33,222.35,12.99,True,5.0,212.52,8.0,1.33,False,2.5,2.86,0.0,9936888.0,1580176468.0,5.59,True,True,"Coinbase Global, Inc. - Class A Common Stock",3,78.2,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,54,STRONG,NEWS,BULLISH,"Coinbase Jumps 6% on Compass Point Upgrade Ahead of Senate CLARITY Act Vote; Strategy Climbs 3%, MARA Slips",24/7 Wall St.,3.2,COMPANY_NAME,True,FRESH_24H,MEDIUM,8,45.1,False,87.4,WATCHLIST + CATALYST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,189.33,189.02,189.31,193.0,180.54,188.19,True,189.44,180.54,False,2.18,0.11,2.56,True,90.0,195.5,,False,NONE,False,False,50,181.12,3.38,0.0,AVAILABLE,WAIT / QUOTE SPREAD UNAVAILABLE,94.9,True,115.22,HOT,2,2026-09-14T15:00:53+00:00,BULLISH,COMPANY_NAME
NOW,142.74,FORMING,FORMING,"20/50 uptrend, rising EMA50, bull flag/pullback, volume contraction, low-volume pullback",58,82,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,16.93,60.4,0.7,10.04,1,True,5.0,2224633204.0,133.23,123.78,124.88,117.59,149.6,89.39,149.6,81.24,149.6,150.17,RESISTANCE_BREAKOUT,BREAKOUT,0.38,,,0,,,0,False,False,141.16,ATR_FALLBACK,139.47,7.12,6.0,130.39,130.39,157.68,162.18,165.19,1.33,,,False,5.0,162.18,8.0,1.33,False,2.5,4.81,0.0,16530959.0,1979945210.0,4.15,True,True,"ServiceNow, Inc. Common Stock",3,68.1,Cloud Computing,SKYY,88.5,LEADING,4.62,1.0,STATIC_CONSTITUENT,verified theme membership,True,38,ACTIVE,FRESH NEWS,NEUTRAL,ServiceNow vs. Palantir: I’d Rather Own This AI Stock,24/7 Wall St.,2.7,COMPANY_NAME,True,FRESH_24H,LOW,6,44.1,False,80.3,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,142.23,142.04,142.23,143.19,137.24,140.39,True,141.15,137.42,True,1.5,0.25,1.82,False,142.23,142.25,0.014,True,QUOTE,False,False,70,138.39,4.58,0.0,AVAILABLE,WATCH / NOT ARMED,87.3,True,109.8,HOT,0,,,
MSTR,136.48,FORMING,FORMING,"20/50 uptrend, rising EMA50, tight range, bull flag/pullback, volume contraction, low-volume pullback",68,92,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,48.51,57.4,0.4,17.56,3,True,6.92,3500282375.0,125.43,117.8,152.09,92.45,144.92,81.81,144.92,81.81,197.0,145.68,RESISTANCE_BREAKOUT,BREAKOUT,0.52,,,0,,,0,False,False,136.94,ATR_FALLBACK,131.5,9.73,6.0,126.91,121.38,152.96,157.33,160.24,1.33,197.0,35.23,True,5.0,157.33,8.0,1.33,False,2.5,6.18,0.0,28094313.0,3002326494.0,6.33,True,True,Strategy Inc - Class A Common Stock,3,78.2,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,48,ACTIVE,FRESH NEWS,NEUTRAL,"Strategy Buys Back $139 Million of STRC, Bitcoin Stack Frozen for Second Week",decrypt,2.5,COMPANY_NAME,True,FRESH_24H,LOW,5,45.1,False,85.8,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,136.19,135.89,136.19,137.3,130.74,134.96,True,134.72,130.74,True,0.94,0.19,0.91,False,125.92,137.5,,False,NONE,False,False,50,130.66,-0.2,0.0,AVAILABLE,WAIT / QUOTE SPREAD UNAVAILABLE,90.8,True,109.61,HOT,2,2026-09-14T18:30:00+00:00,BULLISH,COMPANY_NAME
MRNA,145.82,FORMING,FORMING,"20/50 uptrend, rising EMA50, tight range, bull flag/pullback, volume contraction, low-volume pullback",60,84,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,132.1,54.0,0.19,176.97,2,True,7.88,5196848481.0,130.51,103.46,64.81,62.13,176.66,52.66,176.66,43.68,176.66,177.58,RESISTANCE_BREAKOUT,BREAKOUT,0.52,,,0,,,0,False,False,166.92,ATR_FALLBACK,160.35,9.7,6.0,130.38,130.38,186.46,191.79,195.34,1.33,,,False,5.0,191.79,8.0,1.33,False,2.5,21.15,0.0,34292754.0,2552054061.0,9.77,True,True,"Moderna, Inc. - Common Stock",3,71.4,Biotechnology,XBI,65.5,STRONG,1.86,1.0,STATIC_CONSTITUENT,verified theme membership,True,38,ACTIVE,FRESH NEWS,NEUTRAL,Moderna’s Cancer Vaccine Win Fuels Broad Push Across Tumor Types,MarketBeat,3.2,COMPANY_NAME,True,FRESH_24H,LOW,5,51.7,False,80.9,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,145.57,145.36,145.47,147.34,139.03,143.94,True,145.96,139.03,False,0.96,0.26,0.86,False,134.92,146.19,,False,NONE,False,False,25,145.13,0.57,0.0,AVAILABLE,WAIT / QUOTE SPREAD UNAVAILABLE,83.4,True,108.48,HOT,0,,,
ANF,143.58,FORMING,FORMING,"20/50 uptrend, rising EMA50, tight range, bull flag/pullback, volume contraction, low-volume pullback",60,84,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,34.6,67.9,0.3,35.67,1,True,6.35,341767728.0,134.95,118.53,99.29,100.43,155.22,83.98,155.22,69.68,154.58,155.95,RESISTANCE_BREAKOUT,BREAKOUT,0.47,,,0,,,0,False,False,146.59,ATR_FALLBACK,142.27,8.77,6.0,142.5,136.17,163.75,168.43,171.54,1.33,,,False,5.0,168.43,8.0,1.33,False,2.5,8.11,0.0,2447455.0,220709229.0,4.87,True,True,Abercrombie & Fitch Company Common Stock,3,71.4,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,38,ACTIVE,FRESH NEWS,NEUTRAL,Has Abercrombie & Fitch (ANF) Outpaced Other Retail-Wholesale Stocks This Year?,Zacks,4.6,COMPANY_NAME,True,FRESH_24H,LOW,8,71.7,False,79.0,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,143.41,143.25,143.25,144.95,141.04,142.84,True,144.95,141.04,False,0.89,0.08,1.05,False,143.53,143.85,0.223,True,QUOTE,False,False,25,144.03,-0.83,0.0,AVAILABLE,WATCH / NOT ARMED,81.5,True,103.52,HOT,0,,,
CRCL,95.91,FORMING,FORMING,"20/50 uptrend, rising EMA50, tight range, bull flag/pullback, volume contraction, low-volume pullback",60,84,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,35.77,56.2,0.74,16.46,1,True,7.35,1365084572.0,88.89,82.7,90.46,70.73,103.28,57.84,103.28,57.84,140.0,103.84,RESISTANCE_BREAKOUT,BREAKOUT,0.55,,,0,,,0,False,False,97.61,ATR_FALLBACK,93.27,10.19,6.0,89.5,85.87,109.04,112.15,114.23,1.33,140.0,34.82,True,5.0,112.15,8.0,1.33,False,2.5,7.68,0.0,15155775.0,1316318723.0,6.82,True,True,"Circle Internet Group, Inc. Class A Common Stock",3,71.4,UNCLASSIFIED,,0.0,NONE,0.0,0.55,SUMMARY_KEYWORD,infrastructure,True,46,ACTIVE,FRESH NEWS,NEUTRAL,"BlackRock and Visa Will Secure Circle's Arc. But, Meme Coin Traders Plan to Storm It",BeInCrypto,5.4,COMPANY_NAME,True,FRESH_24H,LOW,8,57.7,False,79.0,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,95.27,95.11,95.27,97.09,92.0,94.43,True,96.4,92.0,False,1.68,0.15,1.8,False,94.95,95.14,0.2,True,QUOTE,False,False,45,91.54,0.72,0.0,AVAILABLE,WATCH / NOT ARMED,83.5,True,103.46,HOT,1,2026-09-12T11:04:14+00:00,BULLISH,COMPANY_NAME
ARE,52.27,FORMING,FORMING,"20/50 uptrend, rising EMA50, near EMA200 pivot, bull flag/pullback, volume contraction, low-volume pullback",76,94,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,10.4,41.3,0.37,10.27,1,True,3.15,97920761.0,51.26,50.71,52.95,45.78,54.71,45.78,55.74,38.9,55.74,54.84,RESISTANCE_BREAKOUT,BREAKOUT,0.24,,,0,,,0,False,False,51.55,EMA20,51.26,6.53,6.0,49.23,49.23,57.58,59.23,60.33,1.33,55.74,1.64,False,5.0,55.74,1.64,0.27,False,2.5,4.67,0.0,1902499.0,93663113.0,3.62,True,True,"Alexandria Real Estate Equities, Inc. Common Stock",3,76.2,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,22,WEAK,CONTEXT NEWS,NEUTRAL,"Alexandria Real Estate Chief Accounting Officer Sells 10,000 Shares",Motley Fool,112.4,COMPANY_NAME,False,CONTEXT_7D,LOW,1,42.1,False,80.6,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,52.24,52.17,52.17,52.71,51.21,51.99,True,52.36,51.38,False,1.29,0.34,1.37,False,52.15,52.2,0.096,True,QUOTE,False,False,45,51.46,0.63,0.0,AVAILABLE,WAIT / ACTIVE CATALYST REQUIRED,85.1,True,101.35,HOT,0,,,
CAI,25.27,FORMING,FORMING,"20/50 uptrend, rising EMA50, tight range, bull flag/pullback, volume contraction, low-volume pullback",60,78,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,17.76,44.8,0.29,21.58,2,True,5.09,121841173.0,24.16,21.89,21.83,20.78,28.32,15.11,28.32,14.19,28.32,28.42,RESISTANCE_BREAKOUT,BREAKOUT,0.36,,,0,,,0,False,False,26.72,ATR_FALLBACK,26.49,6.79,6.0,23.2,23.2,29.84,30.7,31.27,1.33,,,False,5.0,30.7,8.0,1.33,False,2.5,12.05,0.0,4841881.0,115943572.0,5.16,True,True,"Caris Life Sciences, Inc. - Common Stock",3,66.3,Biotechnology,XBI,65.5,STRONG,1.77,0.95,INDUSTRY,biotechnology -> biotechnology,True,20,HISTORICAL / CONTEXT,HISTORICAL NEWS,NEUTRAL,Could Caris Life Sciences (CAI) Be 7% Undervalued After Its Lung Cancer Research Update?,Simply Wall St.,200.1,COMPANY_NAME,False,HISTORICAL,LOW,2,51.1,False,72.1,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,25.28,25.28,25.28,25.48,24.11,24.97,True,24.78,24.11,True,1.07,0.18,0.61,False,23.08,27.23,,False,NONE,False,False,50,25.48,4.68,0.0,AVAILABLE,WAIT / ACTIVE CATALYST REQUIRED,72.1,True,91.17,HOT,0,,,
AMLX,33.65,FORMING,FORMING,"20/50 uptrend, rising EMA50, tight range, bull flag/pullback, volume contraction, low-volume pullback",60,78,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,57.37,28.6,0.22,63.84,2,True,5.33,133869894.0,32.28,27.45,19.21,21.28,41.14,15.71,41.14,12.44,41.14,41.28,RESISTANCE_BREAKOUT,BREAKOUT,0.35,,,0,,,0,False,False,38.81,ATR_FALLBACK,38.59,6.51,6.0,31.37,31.37,43.35,44.59,45.41,1.33,,,False,5.0,44.59,8.0,1.33,False,2.5,22.28,0.0,3719545.0,64218444.0,6.44,True,True,"Amylyx Pharmaceuticals, Inc. - Common Stock",3,67.4,UNCLASSIFIED,,0.0,NONE,0.0,0.55,SUMMARY_KEYWORD,nuclear,True,20,HISTORICAL / CONTEXT,HISTORICAL NEWS,NEUTRAL,Is GLP-1 Stock Amylyx Still a Buy After Skyrocketing 247%?,Motley Fool,316.4,COMPANY_NAME,False,HISTORICAL,LOW,2,51.7,False,71.4,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,33.23,33.23,33.23,33.96,31.57,32.89,True,32.03,31.57,True,1.38,0.03,1.44,False,33.19,40.75,,False,NONE,False,False,70,31.91,0.92,0.0,AVAILABLE,WAIT / ACTIVE CATALYST REQUIRED,71.4,True,89.3,HOT,0,,,
TEM,62.68,FORMING,FORMING,"20/50 uptrend, rising EMA50, tight range, bull flag/pullback, volume contraction, low-volume pullback",60,78,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,22.13,43.4,0.4,24.09,2,True,6.88,514168524.0,61.21,57.6,58.95,49.35,72.96,40.77,72.96,40.77,72.96,73.31,RESISTANCE_BREAKOUT,BREAKOUT,0.47,,,0,,,0,False,False,68.91,ATR_FALLBACK,66.83,8.83,6.0,58.02,58.02,76.97,79.17,80.64,1.33,,,False,5.0,79.17,8.0,1.33,False,2.5,16.4,0.0,7965332.0,373437521.0,7.22,True,True,"Tempus AI, Inc. - Class A Common Stock",3,67.4,UNCLASSIFIED,,0.0,NONE,0.0,0.55,SUMMARY_KEYWORD,genomic,True,22,WEAK,CONTEXT NEWS,NEUTRAL,The Cure for Cancer is Becoming an Investable Opportunity: Analyst Sees $600 Million for Tempus AI,BeInCrypto,160.4,COMPANY_NAME,False,CONTEXT_7D,LOW,7,50.1,False,71.8,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,62.02,61.97,62.0,62.78,57.72,60.52,True,59.73,57.72,True,0.91,0.13,0.6,False,56.94,69.5,,False,NONE,False,False,50,57.97,-1.76,0.0,AVAILABLE,WAIT / ACTIVE CATALYST REQUIRED,71.8,True,88.46,HOT,0,,,
PTEN,12.38,FORMING,FORMING,"20/50 uptrend, rising EMA50, tight range, bull flag/pullback, volume contraction, low-volume pullback",60,84,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,11.53,57.9,0.56,11.35,1,True,4.71,95752976.0,12.21,11.43,9.69,10.95,13.39,8.43,13.39,8.34,12.86,13.44,RESISTANCE_BREAKOUT,BREAKOUT,0.35,,,0,,,0,False,False,12.63,ATR_FALLBACK,12.56,6.51,6.0,12.23,12.01,14.11,14.51,14.78,1.33,,,False,5.0,14.51,8.0,1.33,False,2.5,8.2,0.0,7735365.0,98631034.0,4.27,True,True,"Patterson-UTI Energy, Inc. - Common Stock",3,67.1,Oil Services,OIH,45.7,WEAK,0.0,0.95,INDUSTRY,oil & gas drilling -> oil & gas drilling,False,22,WEAK,CONTEXT NEWS,NEUTRAL,Patterson-UTI (PTEN) Averaged 101 August Rigs. Can Activity Deliver Better Margins?,Insider Monkey,92.7,COMPANY_NAME,False,CONTEXT_7D,LOW,5,37.1,False,71.5,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,12.34,12.31,12.34,13.02,12.31,12.5,False,13.02,12.6,False,1.14,0.72,1.45,False,10.73,14.18,,False,NONE,False,False,0,12.86,0.08,0.0,AVAILABLE,WAIT / ACTIVE CATALYST REQUIRED,71.5,True,87.26,HOT,0,,,
HTFL,49.35,FORMING,FORMING,"20/50 uptrend, rising EMA50, bull flag/pullback, volume contraction, low-volume pullback",58,76,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,19.1,47.2,0.38,35.7,1,True,4.79,101680172.0,45.84,39.47,32.7,40.67,51.78,23.87,51.78,20.41,51.19,51.97,RESISTANCE_BREAKOUT,BREAKOUT,0.37,,,0,,,0,False,False,48.85,ATR_FALLBACK,48.42,6.82,6.0,45.41,45.41,54.57,56.12,57.16,1.33,,,False,5.0,56.12,8.0,1.33,False,2.5,4.92,0.0,2136108.0,90399239.0,5.3,True,True,"Heartflow, Inc. - Common Stock",3,65.3,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,20,HISTORICAL / CONTEXT,HISTORICAL NEWS,NEUTRAL,"HeartFlow CFO Dumps Over 33,000 Shares for $1.7 Million as the Stock Hits a 52-Week High",Motley Fool,204.1,COMPANY_NAME,False,HISTORICAL,LOW,1,58.1,False,69.3,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,48.63,48.6,48.6,50.82,48.6,49.63,False,50.82,49.69,False,0.99,0.31,0.64,False,36.44,48.83,,False,NONE,False,False,0,49.5,-0.76,0.0,AVAILABLE,WAIT / ACTIVE CATALYST REQUIRED,69.3,True,87.2,HOT,0,,,
DOCU,69.26,FORMING,ARMED,"20/50 uptrend, rising EMA50, compressed below 20d resistance, tight range, bull flag/pullback, volume contraction, runway unknown",76,76,55,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,13.46,63.6,0.49,10.31,1,True,4.17,209288210.0,63.93,59.09,56.97,58.73,70.4,42.25,70.4,41.37,66.33,70.63,RESISTANCE_BREAKOUT,BREAKOUT,0.33,,,0,,,0,False,False,66.39,ATR_FALLBACK,66.3,6.14,6.0,63.63,63.6,74.16,76.28,77.69,1.33,,,False,5.0,76.28,8.0,1.33,False,2.5,1.65,0.0,3256123.0,187700011.0,3.75,True,True,"DocuSign, Inc. - Common Stock",3,63.1,UNCLASSIFIED,,0.0,NONE,0.0,0.55,SUMMARY_KEYWORD,automation,True,38,ACTIVE,FRESH NEWS,NEUTRAL,Reasons Why You Should Hold Docusign Stock in Your Portfolio,Zacks,2.0,COMPANY_NAME,True,FRESH_24H,LOW,4,80.1,False,70.7,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,69.05,68.99,69.05,69.81,66.45,68.43,True,67.98,66.45,True,1.24,0.14,1.64,False,65.63,72.77,,False,NONE,False,False,70,67.2,2.36,0.0,AVAILABLE,WAIT / QUOTE SPREAD UNAVAILABLE,70.7,True,85.84,HOT,0,,,
PRGO,14.02,FORMING,FORMING,"20/50 uptrend, rising EMA50, bull flag/pullback, volume contraction, low-volume pullback",58,82,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,11.59,50.5,0.24,23.1,1,True,4.13,33873699.0,13.78,12.67,12.71,12.54,15.0,9.21,15.0,8.81,14.7,15.05,RESISTANCE_BREAKOUT,BREAKOUT,0.31,,,0,,,0,False,False,14.14,ATR_FALLBACK,14.18,5.78,6.0,13.5,13.5,15.8,16.25,16.55,1.33,,,False,5.0,16.25,8.0,1.33,False,2.5,6.95,0.0,2406910.0,35664949.0,3.88,True,True,Perrigo Company plc Ordinary Shares,3,65.4,UNCLASSIFIED,,0.0,NONE,0.0,0.0,NONE,,True,20,HISTORICAL / CONTEXT,HISTORICAL NEWS,NEUTRAL,Perrigo (PRGO) Up 13.8% Since Last Earnings Report: Can It Continue?,Zacks,242.7,COMPANY_NAME,False,HISTORICAL,LOW,1,50.7,False,69.4,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,13.95,13.95,13.95,14.27,13.7,14.04,False,14.0,13.7,False,0.65,0.12,0.57,False,13.97,13.98,0.072,True,QUOTE,False,False,0,13.64,-0.15,0.0,AVAILABLE,WAIT / ACTIVE CATALYST REQUIRED,69.4,True,85.58,HOT,0,,,
NTRA,335.89,FORMING,FORMING,"20/50 uptrend, rising EMA50, compressed below 20d resistance, tight range, volume contraction",58,82,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,10.2,56.8,0.48,21.37,1,True,2.89,361781757.0,322.77,299.79,245.4,308.4,343.18,219.5,343.18,181.0,343.18,343.96,RESISTANCE_BREAKOUT,BREAKOUT,0.23,,,0,,,0,False,False,323.32,EMA20,322.77,6.16,6.0,320.65,316.0,361.15,371.47,378.35,1.33,,,False,5.0,371.47,8.0,1.33,False,2.5,2.17,0.0,1107248.0,351077214.0,3.09,True,True,"Natera, Inc. - Common Stock",3,64.8,UNCLASSIFIED,,0.0,NONE,0.0,0.55,SUMMARY_KEYWORD,genomic,True,22,WEAK,CONTEXT NEWS,NEUTRAL,3 Reasons Investors Love Natera (NTRA),StockStory,119.1,COMPANY_NAME,False,CONTEXT_7D,LOW,6,52.1,False,69.2,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:11:00-04:00,337.61,337.61,337.61,337.89,327.15,333.19,True,330.76,327.15,True,1.23,0.0,1.06,False,305.99,355.3,,False,NONE,False,False,70,328.0,-0.28,0.0,AVAILABLE,WAIT / ACTIVE CATALYST REQUIRED,69.2,True,85.18,HOT,0,,,
PSNL,16.34,FORMING,FORMING,"20/50 uptrend, rising EMA50, tight range, bull flag/pullback, volume contraction, low-volume pullback",60,78,35,WATCHLIST,WEAK,32.0,price<EMA20; EMA20>EMA50; EMA20 falling,18.2,39.4,0.31,13.66,1,True,3.76,62437482.0,16.18,14.73,10.88,13.68,18.89,9.65,18.89,4.95,18.89,18.94,RESISTANCE_BREAKOUT,BREAKOUT,0.26,,,0,,,0,False,False,17.91,ATR_FALLBACK,18.02,4.86,5.44,16.0,16.0,19.89,20.45,20.83,1.47,,,False,5.0,20.45,8.0,1.47,False,2.5,15.61,0.0,3713073.0,44510700.0,4.44,True,True,"Personalis, Inc. - Common Stock",3,66.6,UNCLASSIFIED,,0.0,NONE,0.0,0.55,SUMMARY_KEYWORD,genomic,True,20,HISTORICAL / CONTEXT,HISTORICAL NEWS,NEUTRAL,Tempus AI (TEM) Jumped on Moderna’s Melanoma Win. Did its $1.5B Personalis Acquisition Just Get Validated?,Insider Monkey,428.2,COMPANY_NAME,False,HISTORICAL,LOW,8,50.1,False,70.6,WATCHLIST,LIVE,2026-09-14,2026-09-14T15:10:00-04:00,16.28,16.28,16.28,16.4,16.05,16.24,True,16.24,16.05,True,0.9,0.05,0.83,False,9.7,17.35,,False,NONE,False,False,50,16.07,-0.86,0.0,AVAILABLE,WAIT / ACTIVE CATALYST REQUIRED,70.6,True,84.42,HOT,0,,,
