checked_at_et,universe_source,tradable_symbols_scanned,symbols_with_premarket_data,published_rows,scope
2026-09-16T09:50:57-04:00,/home/runner/work/ai-market-scanner/ai-market-scanner/outputs/tradable_universe.csv,954,830,100,BROAD_TRADABLE_UNIVERSE
