updated_at_et,session_date,spy_live_change_pct,spy_live_bar_at_et,themes_ranked,live_etfs_expected,live_etfs_fresh,live_etfs_quarantined,quarantined_etf_sample,mode
2026-09-21T14:34:43-04:00,2026-09-21,1.61,2026-09-21T14:25:00-04:00,19,19,19,0,,BATCHED_LIVE_EXTENDED_HOURS_PLUS_DAILY_TREND
