schema_version,generated_at_utc,status,observations,observation_days,mature_samples,next_milestone,milestone_remaining,v9_progress_pct,failed_checks,block_v9_review
8.2.0,2026-09-17T00:53:13.454080+00:00,HEALTHY_COLLECTING,80,4,0,MONITORING,30,0.0,,True
