updated_at_et,universe_scanned,scan_limit,qualified_breakouts,session_date,warehouse_data,session_data,prior_session,day_2pct,rel_1_25pct,rvol_1_25,dollar_20m,near_high,qualified,mode
2026-09-21T18:21:16-04:00,420,420,18,2026-09-21,420,420,420,181,143,40,33,18,18,THEME_INDEPENDENT_BROAD_BREAKOUT
