trader,legendary_setup,ticker,company_name,price,stage,theme,market_hunt_score,technical_score,formation_score,rs20_vs_spy,rsi14,atr_pct,adr20_pct,entry_trigger,entry_model,stop,effective_target,effective_rr,runway_to_next_resistance_pct,catalyst_status,catalyst_score,max_up_day_30d_pct,ten_pct_up_days_30d,explosive_move_30d,ema20,ema50,ema200,daily_support,daily_resistance,weekly_support,weekly_resistance,monthly_support,monthly_resistance,target_5,target_8,target_10,next_higher_resistance,intraday_rvol,pattern,legendary_score,setup_match,setup_reason,rsi_state
Stan Weinstein,Stage 2 Breakout,NOG,"Northern Oil and Gas, Inc. Common Stock",26.58,FORMING,Energy,70.5,76,58,10.46,41.5,3.14,3.0,27.42,RESISTANCE_BREAKOUT,26.01,29.61,1.56,9.4,HISTORICAL / CONTEXT,20,8.75,0,False,25.54,23.96,23.24,24.42,27.35,17.18,27.35,17.18,29.99,28.79,29.61,30.16,29.99,,"20/50 uptrend, rising EMA50, compressed below 20d resistance, tight range, volume contraction",72.8,WATCH,Stage-2-style trend strength + relative strength + sector confirmation + breakout runway,WEAK MOMENTUM
Stan Weinstein,Stage 2 Breakout,SGHC,Super Group (SGHC) Limited Ordinary Shares,13.84,FORMING,UNCLASSIFIED,75.8,86,66,7.48,59.9,3.18,2.96,14.36,RESISTANCE_BREAKOUT,13.67,15.51,1.65,10.44,ACTIVE,30,5.11,0,False,13.74,13.7,12.76,12.78,14.32,12.74,15.86,9.95,15.86,15.08,15.51,15.8,15.86,,"20/50 uptrend, rising EMA50, near EMA50 support, compressed below 20d resistance, tight range",66.1,WATCH,Stage-2-style trend strength + relative strength + sector confirmation + breakout runway,MOMENTUM SWEET SPOT
Stan Weinstein,Stage 2 Breakout,EXE,Expand Energy Corporation - Common Stock,94.83,FORMING,Energy,71.8,78,68,1.91,45.3,2.43,2.24,100.32,RESISTANCE_BREAKOUT,96.12,108.35,1.91,13.07,HISTORICAL / CONTEXT,20,5.08,0,False,96.54,94.69,96.67,92.63,100.14,84.48,100.14,84.48,113.44,105.34,108.35,110.36,113.44,,"above EMA50, rising EMA50, near EMA50 support, near EMA200 pivot, tight range, 20d volume expansion",65.9,WATCH,Stage-2-style trend strength + relative strength + sector confirmation + breakout runway,NEUTRAL / RESET
Stan Weinstein,Stage 2 Breakout,RRC,Range Resources Corporation Common Stock,41.15,FORMING,UNCLASSIFIED,74.4,88,68,5.1,52.3,2.47,2.38,43.04,RESISTANCE_BREAKOUT,40.97,46.48,1.66,11.69,HISTORICAL / CONTEXT,20,5.25,0,False,41.15,40.15,39.04,38.88,42.96,34.79,42.96,34.79,48.07,45.19,46.48,47.34,48.07,,"20/50 uptrend, rising EMA50, near EMA50 support, tight range, volume contraction, low-volume pullback",64.8,WATCH,Stage-2-style trend strength + relative strength + sector confirmation + breakout runway,NEUTRAL / RESET
Stan Weinstein,Stage 2 Breakout,PPC,Pilgrim's Pride Corporation - Common Stock,30.24,FORMING,UNCLASSIFIED,68.0,74,56,11.31,32.1,3.1,3.56,32.93,RESISTANCE_BREAKOUT,31.35,35.56,1.67,30.78,ACTIVE,30,9.79,0,False,30.25,29.75,33.23,27.35,32.85,25.9,32.85,25.9,43.06,34.57,35.56,36.22,43.06,,"above EMA50, rising EMA50, near EMA50 support, bull flag/pullback, volume contraction, low-volume pullback",64.8,WATCH,Stage-2-style trend strength + relative strength + sector confirmation + breakout runway,WEAK MOMENTUM
Stan Weinstein,Stage 2 Breakout,EQT,EQT Corporation Common Stock,54.07,FORMING,UNCLASSIFIED,71.8,86,70,1.73,53.1,2.7,2.53,56.64,RESISTANCE_BREAKOUT,54.13,61.17,1.81,19.77,HISTORICAL / CONTEXT,20,4.62,0,False,54.4,53.76,54.53,52.38,56.52,47.79,56.52,47.79,67.84,59.47,61.17,62.3,67.84,,"above EMA50, rising EMA50, near EMA50 support, near EMA200 pivot, tight range, volume contraction",61.0,WATCH,Stage-2-style trend strength + relative strength + sector confirmation + breakout runway,NEUTRAL / RESET
Stan Weinstein,Stage 2 Breakout,GS,"Goldman Sachs Group, Inc. (The) Common Stock",1029.18,FORMING,UNCLASSIFIED,67.8,78,68,0.94,48.2,2.15,2.11,1060.11,RESISTANCE_BREAKOUT,1025.19,1144.91,2.43,8.33,ACTIVE,30,3.73,0,False,1029.17,1028.92,953.3,996.8,1058.34,972.93,1148.37,773.29,1148.37,1113.11,1144.91,1166.12,1148.37,,"20/50 uptrend, near EMA50 support, compressed below 20d resistance, tight range, volume contraction, low-volume pullback",57.0,WATCH,Stage-2-style trend strength + relative strength + sector confirmation + breakout runway,NEUTRAL / RESET
Stan Weinstein,Stage 2 Breakout,CNX,CNX Resources Corporation Common Stock,35.91,FORMING,UNCLASSIFIED,53.9,70,60,3.25,44.7,2.39,2.31,38.24,RESISTANCE_BREAKOUT,36.26,41.3,1.55,14.07,NOT CHECKED,0,3.44,0,False,36.42,35.71,35.58,34.9,38.17,31.52,38.17,31.52,43.62,40.15,41.3,42.06,43.62,,"above EMA50, rising EMA50, near EMA50 support, near EMA200 pivot, tight range",55.9,WATCH,Stage-2-style trend strength + relative strength + sector confirmation + breakout runway,WEAK MOMENTUM
Stan Weinstein,Stage 2 Breakout,BWA,BorgWarner Inc. Common Stock,66.65,FORMING,UNCLASSIFIED,54.6,70,60,0.21,46.5,2.56,2.63,70.59,RESISTANCE_BREAKOUT,67.72,76.24,1.97,8.09,NOT CHECKED,0,5.93,0,False,65.72,65.55,59.27,63.04,70.45,59.91,76.3,49.96,78.61,74.12,76.24,77.65,76.3,,"20/50 uptrend, near EMA50 support, tight range, volume contraction, low-volume pullback",53.2,WATCH,Stage-2-style trend strength + relative strength + sector confirmation + breakout runway,NEUTRAL / RESET
