schema_version,generated_at_utc,status,model_version,mature_samples,failed_checks,model_versions_seen,detail
4.monitor.1,2026-09-16T00:48:56.554141+00:00,COLLECTING,untrained,0,[],0,need >= 30 mature out-of-sample observations
