strategy,total_trade_selections,no_trade_days,open_trades,closed_trades,target_hits,stop_hits,win_rate_pct,avg_return_pct,avg_r_multiple,updated_at_et,mode
V3.1_CHALLENGER,0,0,0,0,0,0,,,,2026-09-16T15:14:49.649547-04:00,SHADOW_FORWARD_ONLY_NO_PRODUCTION_OVERRIDE
